Subject	Language	AgeGroup	Group	Trial	ID	Type	SpatialRelation	TargetPic	ContrastPic	CompPic	DistrPic	Pic1Position	Pic2Position	Pic3Position	Pic4Position	TrialStartTime	PreviewTime	ArrowTime	VisualDisplayTime	NoiseDisplayTime	TrialEndTime	ReactionTime
201	4	1	1	1	1	P	right	p_frame_lipstick_right.JPG	p_frame_lipstick_behind.JPG	p_frame_lipstick_under.JPG	p_frame_lipstick_on.JPG	6	7	8	9	125705	127721	128737	129270	131286	161487	30196
201	4	1	1	2	2	P	on	p_racket_tennisball_on.JPG	p_racket_tennisball_front.JPG	p_racket_tennisball_left.JPG	p_racket_tennisball_under.JPG	7	6	9	8	161776	163792	164808	165341	167357	179305	11944
201	4	1	1	3	3	P	left	p_potato_ring_left.JPG	p_potato_ring_right.JPG	p_potato_ring_front.JPG	p_potato_ring_on.JPG	7	9	6	8	179569	181585	182602	183135	185151	198248	13094
201	4	1	1	35	4	FC	on	f_tray_ball_on.jpg	f_tray_ball_left.jpg	f_tray_ball_right.jpg	f_tray_ball_front.jpg	7	8	9	6	362255	364288	365304	365854	367887	375770	7877
201	4	1	1	20	5	EN	right	n_vase_flower1_right.jpg	n_vase_flower1_front.jpg	n_vase_flower1_on.jpg	n_vase_flower1_in.jpg	7	6	9	8	376084	378100	379116	379649	381665	390445	8776
201	4	1	1	81	6	FBE	on	f_shoe_cam_on.jpg	f_shoe_cam_front.jpg	f_shoe_cam_behind.jpg	f_shoe_cam_in.jpg	8	6	7	9	390712	392728	393744	394277	396293	403211	6912
201	4	1	1	5	7	EC	left	c_cup_chocolate_left.jpg	c_cup_chocolate_right.jpg	c_cup_chocolate_behind.jpg	c_cup_chocolate_on.jpg	9	7	6	8	403507	405523	406540	407073	409089	418781	9689
201	4	1	1	42	8	FC	in	f_plate_cheese_in.jpg	f_plate_cheese_left.jpg	f_plate_cheese_right.jpg	f_plate_cheese_front.jpg	9	6	7	8	419052	421068	422084	422617	424633	432890	8253
201	4	1	1	56	9	FN	on	f_shoe_sock_on.jpg	f_shoe_sock_front.jpg	f_shoe_sock_right.jpg	f_shoe_sock_in.jpg	7	9	6	8	433197	435213	436229	436762	438778	446736	7952
201	4	1	1	30	10	EN	right	n_basket_knife1_right.jpg	n_basket_knife1_front.jpg	n_basket_knife1_in.jpg	n_basket_knife1_on.jpg	8	7	9	6	447042	449058	450074	450608	452624	461077	8449
201	4	1	1	54	11	FN	front	f_cookingpot_brush1blue_front.jpg	f_cookingpot_brush1blue_right.jpg	f_cookingpot_brush1blue_on.jpg	f_cookingpot_brush1blue_in.jpg	9	6	8	7	461420	463436	464453	464986	467002	474717	7711
201	4	1	1	65	12	FBI	in	f_foodbox_paintbrush1plastic_in.jpg	f_foodbox_paintbrush1plastic_left.jpg	f_foodbox_paintbrush1plastic_behind.jpg	f_foodbox_paintbrush1plastic_front.jpg	7	9	6	8	474982	476998	478015	478548	480564	488342	7774
201	4	1	1	27	13	EN	left	n_jar_wristwatch_left.jpg	n_jar_wristwatch_behind.jpg	n_jar_wristwatch_on.jpg	n_jar_wristwatch_in.jpg	8	9	7	6	488594	490611	491627	492176	494192	502062	7868
201	4	1	1	32	14	FC	front	f_tray_smallbottle_front.jpg	f_tray_smallbottle_left.jpg	f_tray_smallbottle_right.jpg	f_tray_smallbottle_on.jpg	9	6	8	7	502323	504339	505355	505888	507904	515945	8036
201	4	1	1	87	15	FBE	in	f_box_treebranchwithleaves_in.jpg	f_box_treebranchwithleaves_front.jpg	f_box_treebranchwithleaves_behind.jpg	f_box_treebranchwithleaves_on.jpg	8	9	6	7	516235	518251	519267	519800	521816	528432	6612
201	4	1	1	23	16	EN	right	n_bowl_cookingspoonmetal_right.jpg	n_bowl_cookingspoonmetal_behind.jpg	n_bowl_cookingspoonmetal_on.jpg	n_bowl_cookingspoonmetal_in.jpg	6	9	7	8	528747	530763	531779	532312	534328	542267	7935
201	4	1	1	50	17	FN	behind	f_mug_creditcard_behind.jpg	f_mug_creditcard_left.jpg	f_mug_creditcard_on.jpg	f_mug_creditcard_in.jpg	7	9	6	8	542575	544591	545608	546141	548157	557524	9362
201	4	1	1	67	18	FBI	front	f_foodbox_flower2_front.jpg	f_foodbox_flower2_behind.jpg	f_foodbox_flower2_right.jpg	f_foodbox_flower2_in.jpg	7	6	9	8	557770	559786	560802	561335	563351	571578	8222
201	4	1	1	11	19	EC	left	c_plantpot_dishsponge_left.jpg	c_plantpot_dishsponge_right.jpg	c_plantpot_dishsponge_behind.jpg	c_plantpot_dishsponge_in.jpg	9	6	7	8	571815	573831	574847	575380	577396	582956	5556
201	4	1	1	38	20	FC	on	f_box_pencilbox2red_on.jpg	f_box_pencilbox2red_left.jpg	f_box_pencilbox2red_right.jpg	f_box_pencilbox2red_behind.jpg	7	6	9	8	583244	585260	586277	586810	588826	595513	6682
201	4	1	1	84	21	FBE	in	f_bag_card_in.jpg	f_bag_card_front.jpg	f_bag_card_behind.jpg	f_bag_card_on.jpg	8	7	9	6	595823	597839	598856	599389	601405	609664	8254
201	4	1	1	28	22	EN	right	n_moneybox_money_right.jpg	n_moneybox_money_front.jpg	n_moneybox_money_on.jpg	n_moneybox_money_in.jpg	9	6	8	7	609918	611934	612951	613484	615500	622746	7242
201	4	1	1	61	23	FBI	front	f_pan_eggplant_front.jpg	f_pan_eggplant_behind.jpg	f_pan_eggplant_left.jpg	f_pan_eggplant_in.jpg	7	9	8	6	623030	625046	626063	626596	628612	635619	7003
201	4	1	1	85	24	FBE	in	f_envelope_pills_in.jpg	f_envelope_pills_front.jpg	f_envelope_pills_behind.jpg	f_envelope_pills_on.jpg	8	7	6	9	635959	637975	638991	639525	641541	647933	6387
201	4	1	1	31	25	EN	left	n_basket_flute_left.jpg	n_basket_flute_behind.jpg	n_basket_flute_on.jpg	n_basket_flute_in.jpg	7	6	8	9	648188	650204	651221	651754	653770	660499	6725
201	4	1	1	80	26	FBE	behind	f_cookingpot_ladle2metal_behind.jpg	f_cookingpot_ladle2metal_front.jpg	f_cookingpot_ladle2metal_on.jpg	f_cookingpot_ladle2metal_in.jpg	8	6	7	9	660801	662816	663833	664366	666382	672764	6378
201	4	1	1	41	27	FC	front	f_plate_napkin2red_front.jpg	f_plate_napkin2red_left.jpg	f_plate_napkin2red_right.jpg	f_plate_napkin2red_in.jpg	6	8	9	7	673046	675062	676078	676612	678628	685405	6775
201	4	1	1	7	28	EC	left	c_vase_banana_left.jpg	c_vase_banana_right.jpg	c_vase_banana_front.jpg	c_vase_banana_on.jpg	8	9	6	7	685692	687708	688724	689257	691273	698193	6915
201	4	1	1	64	29	FBI	behind	f_paper_pen_behind.jpg	f_paper_pen_front.jpg	f_paper_pen_left.jpg	f_paper_pen_on.jpg	8	6	9	7	698487	700503	701520	702053	704069	711636	7565
201	4	1	1	52	30	FN	in	f_hat_ruler2plastic_in.jpg	f_hat_ruler2plastic_left.jpg	f_hat_ruler2plastic_behind.jpg	f_hat_ruler2plastic_on.jpg	9	7	6	8	711949	713965	714981	715515	717531	726448	8913
201	4	1	1	6	31	EC	right	c_vase_candlelong_right.jpg	c_vase_candlelong_left.jpg	c_vase_candlelong_behind.jpg	c_vase_candlelong_in.jpg	9	7	8	6	726777	728793	729810	730343	732359	739281	6918
201	4	1	1	60	32	FBI	front	f_plate_knife2_front.jpg	f_plate_knife2_behind.jpg	f_plate_knife2_left.jpg	f_plate_knife2_in.jpg	9	8	7	6	739639	741655	742672	743205	745221	750391	5164
201	4	1	1	55	33	FN	on	f_slipper_glasses_on.jpg	f_slipper_glasses_front.jpg	f_slipper_glasses_right.jpg	f_slipper_glasses_in.jpg	7	6	9	8	750736	752752	753768	754301	756317	762768	6447
201	4	1	1	66	34	FBI	in	f_pan_peppergreen_in.jpg	f_pan_peppergreen_left.jpg	f_pan_peppergreen_behind.jpg	f_pan_peppergreen_front.jpg	8	6	9	7	763081	765097	766114	766647	768663	776600	7933
201	4	1	1	21	35	EN	left	n_vase_scissorsbig_left.jpg	n_vase_scissorsbig_behind.jpg	n_vase_scissorsbig_in.jpg	n_vase_scissorsbig_on.jpg	7	9	6	8	776910	778926	779942	780475	782491	787628	5133
201	4	1	1	63	36	FBI	behind	f_tray_apple_behind.jpg	f_tray_apple_front.jpg	f_tray_apple_left.jpg	f_tray_apple_on.jpg	9	6	7	8	787939	789955	790972	791505	793521	799867	6341
201	4	1	1	51	37	FN	in	f_shoe_lighter_in.jpg	f_shoe_lighter_left.jpg	f_shoe_lighter_behind.jpg	f_shoe_lighter_on.jpg	7	9	8	6	800152	802168	803184	803717	805733	812540	6803
201	4	1	1	4	38	EC	right	c_cup_egg_right.jpg	c_cup_egg_left.jpg	c_cup_egg_front.jpg	c_cup_egg_in.jpg	7	8	6	9	812780	814796	815813	816346	818362	823727	5361
201	4	1	1	70	39	FBI	behind	f_book_boardmarker2_behind.jpg	f_book_boardmarker2_front.jpg	f_book_boardmarker2_right.jpg	f_book_boardmarker2_on.jpg	9	8	7	6	824027	826043	827059	827592	829608	835786	6174
201	4	1	1	22	40	EN	left	n_bowl_treebranch_left.jpg	n_bowl_treebranch_front.jpg	n_bowl_treebranch_in.jpg	n_bowl_treebranch_on.jpg	9	6	8	7	836072	838088	839105	839638	841654	847743	6086
201	4	1	1	72	41	FBI	in	f_box_magnifier_in.jpg	f_box_magnifier_right.jpg	f_box_magnifier_behind.jpg	f_box_magnifier_front.jpg	6	8	7	9	848035	850051	851067	851600	853616	859767	6146
201	4	1	1	46	42	FN	front	f_bag_parfumepink_front.jpg	f_bag_parfumepink_left.jpg	f_bag_parfumepink_in.jpg	f_bag_parfumepink_on.jpg	6	7	9	8	860081	862097	863113	863646	865662	871352	5683
201	4	1	1	17	43	EC	right	c_basket_remote_right.jpg	c_basket_remote_left.jpg	c_basket_remote_behind.jpg	c_basket_remote_on.jpg	9	8	7	6	871660	873676	874692	875225	877241	883695	6451
201	4	1	1	69	44	FBI	on	f_paper_coke_on.jpg	f_paper_coke_right.jpg	f_paper_coke_front.jpg	f_paper_coke_behind.jpg	6	7	8	9	884055	886071	887088	887621	889637	896403	6761
201	4	1	1	37	45	FC	behind	f_foodbox_pencilbox1black_behind.jpg	f_foodbox_pencilbox1black_left.jpg	f_foodbox_pencilbox1black_right.jpg	f_foodbox_pencilbox1black_on.jpg	8	6	9	7	896668	898684	899700	900233	902249	907834	5581
201	4	1	1	15	46	EC	left	c_moneybox_balloonorange_left.jpg	c_moneybox_balloonorange_right.jpg	c_moneybox_balloonorange_front.jpg	c_moneybox_balloonorange_on.jpg	7	9	8	6	908147	910163	911179	911712	913728	919629	5898
201	4	1	1	47	47	FN	front	f_envelope_nailclipper_front.jpg	f_envelope_nailclipper_left.jpg	f_envelope_nailclipper_in.jpg	f_envelope_nailclipper_on.jpg	9	6	8	7	919910	921926	922942	923475	925491	932739	7243
201	4	1	1	71	48	FBI	behind	f_paper_onion_behind.jpg	f_paper_onion_front.jpg	f_paper_onion_right.jpg	f_paper_onion_on.jpg	8	7	9	6	933005	935021	936037	936570	938586	944843	6249
201	4	1	1	26	49	EN	right	n_jar_lemon_right.jpg	n_jar_lemon_front.jpg	n_jar_lemon_in.jpg	n_jar_lemon_on.jpg	6	7	8	9	945101	947117	948133	948666	950682	957019	6332
201	4	1	1	45	50	FC	in	f_foodbox_notebook1black_in.jpg	f_foodbox_notebook1black_left.jpg	f_foodbox_notebook1black_right.jpg	f_foodbox_notebook1black_behind.jpg	9	8	6	7	957313	959329	960345	960879	962894	968983	6083
201	4	1	1	74	51	FBE	front	f_shoe_boardmarker1_front.jpg	f_shoe_boardmarker1_behind.jpg	f_shoe_boardmarker1_on.jpg	f_shoe_boardmarker1_in.jpg	8	6	9	7	969292	971308	972325	972858	974874	982211	7333
201	4	1	1	39	52	FC	on	f_book_garlic_on.jpg	f_book_garlic_left.jpg	f_book_garlic_right.jpg	f_book_garlic_behind.jpg	6	8	7	9	982471	984487	985503	986036	988052	993615	5559
201	4	1	1	24	53	EN	left	n_plantpot_torch_left.jpg	n_plantpot_torch_front.jpg	n_plantpot_torch_on.jpg	n_plantpot_torch_in.jpg	6	8	7	9	993900	995916	996935	997466	999482	1005080	5592
201	4	1	1	83	54	FBE	on	f_envelope_bracelet_on.jpg	f_envelope_bracelet_front.jpg	f_envelope_bracelet_behind.jpg	f_envelope_bracelet_in.jpg	6	8	7	9	1005413	1007429	1008445	1008978	1010994	1017121	6122
201	4	1	1	36	55	FC	behind	f_mug_scissorssmall_behind.jpg	f_mug_scissorssmall_left.jpg	f_mug_scissorssmall_right.jpg	f_mug_scissorssmall_on.jpg	6	8	9	7	1017392	1019408	1020424	1020957	1022973	1028965	5986
201	4	1	1	75	56	FBE	front	f_slipper_parfumeblack_front.jpg	f_slipper_parfumeblack_behind.jpg	f_slipper_parfumeblack_on.jpg	f_slipper_parfumeblack_in.jpg	6	8	9	7	1029255	1031270	1032287	1032820	1034836	1039999	5158
201	4	1	1	10	57	EC	right	c_plantpot_iphone_right.jpg	c_plantpot_iphone_left.jpg	c_plantpot_iphone_front.jpg	c_plantpot_iphone_on.jpg	9	8	6	7	1040284	1042300	1043316	1043849	1045865	1051356	5489
201	4	1	1	79	58	FBE	behind	f_pan_spatula1wooden_behind.jpg	f_pan_spatula1wooden_front.jpg	f_pan_spatula1wooden_on.jpg	f_pan_spatula1wooden_in.jpg	7	8	9	6	1051697	1053713	1054729	1055262	1057278	1063934	6651
201	4	1	1	9	59	EC	left	c_bowl_rulerwooden_left.jpg	c_bowl_rulerwooden_right.jpg	c_bowl_rulerwooden_behind.jpg	c_bowl_rulerwooden_on.jpg	8	7	9	6	1064226	1066242	1067258	1067791	1069807	1076031	6221
201	4	1	1	59	60	FN	in	f_envelope_metalkey_in.jpg	f_envelope_metalkey_right.jpg	f_envelope_metalkey_behind.jpg	f_envelope_metalkey_on.jpg	9	7	8	6	1076271	1078287	1079304	1079837	1081853	1085958	4100
201	4	1	1	33	61	FC	front	f_book_pacifier_front.jpg	f_book_pacifier_left.jpg	f_book_pacifier_right.jpg	f_book_pacifier_on.jpg	7	8	6	9	1086251	1088267	1089283	1089817	1091833	1097399	5561
201	4	1	1	14	62	EC	right	c_moneybox_stone_right.jpg	c_moneybox_stone_left.jpg	c_moneybox_stone_front.jpg	c_moneybox_stone_on.jpg	8	9	7	6	1097680	1099696	1100713	1101246	1103262	1109682	6417
201	4	1	1	57	63	FN	behind	f_hat_umbrella2green_behind.jpg	f_hat_umbrella2green_right.jpg	f_hat_umbrella2green_on.jpg	f_hat_umbrella2green_in.jpg	7	8	9	6	1110010	1112025	1113042	1113575	1115591	1121661	6067
201	4	1	1	68	64	FBI	on	f_tray_candlesmall_on.jpg	f_tray_candlesmall_right.jpg	f_tray_candlesmall_front.jpg	f_tray_candlesmall_behind.jpg	9	8	6	7	1121972	1123988	1125004	1125537	1127553	1132733	5175
201	4	1	1	16	65	EC	left	c_basket_toiletpaper_left.jpg	c_basket_toiletpaper_right.jpg	c_basket_toiletpaper_front.jpg	c_basket_toiletpaper_in.jpg	6	7	9	8	1133035	1135051	1136067	1136600	1138616	1144981	6363
201	4	1	1	76	66	FBE	front	f_hat_notebook2orange_front.jpg	f_hat_notebook2orange_behind.jpg	f_hat_notebook2orange_on.jpg	f_hat_notebook2orange_in.jpg	7	8	9	6	1145297	1147313	1148329	1148863	1150878	1156451	5569
201	4	1	1	62	67	FBI	on	f_book_duster_on.jpg	f_book_duster_left.jpg	f_book_duster_front.jpg	f_book_duster_behind.jpg	6	9	7	8	1156760	1158776	1159792	1160325	1162341	1169160	6815
201	4	1	1	13	68	EC	right	c_jar_screwdriver_right.jpg	c_jar_screwdriver_left.jpg	c_jar_screwdriver_behind.jpg	c_jar_screwdriver_on.jpg	9	6	8	7	1169455	1171471	1172488	1173021	1175037	1180769	5726
201	4	1	1	58	69	FN	behind	f_bag_giftboxred_behind.jpg	f_bag_giftboxred_right.jpg	f_bag_giftboxred_on.jpg	f_bag_giftboxred_in.jpg	6	8	7	9	1181001	1183017	1184034	1184567	1186583	1192172	5586
201	4	1	1	86	70	FBE	in	f_mug_paintbrushwood_in.jpg	f_mug_paintbrushwood_front.jpg	f_mug_paintbrushwood_behind.jpg	f_mug_paintbrushwood_on.jpg	9	6	7	8	1192464	1194480	1195496	1196029	1198045	1203904	5853
201	4	1	1	12	71	EC	left	c_jar_mandarin_left.jpg	c_jar_mandarin_right.jpg	c_jar_mandarin_front.jpg	c_jar_mandarin_in.jpg	7	8	6	9	1204160	1206176	1207192	1207725	1209741	1215853	6108
201	4	1	1	82	72	FBE	on	f_hat_waterbottle_on.jpg	f_hat_waterbottle_front.jpg	f_hat_waterbottle_behind.jpg	f_hat_waterbottle_in.jpg	8	9	6	7	1216156	1218172	1219188	1219721	1221737	1228847	7106
201	4	1	1	49	73	FN	on	f_cookingpot_spatula2plastic_on.jpg	f_cookingpot_spatula2plastic_left.jpg	f_cookingpot_spatula2plastic_front.jpg	f_cookingpot_spatula2plastic_in.jpg	8	9	7	6	1229134	1231150	1232167	1232700	1234716	1242198	7476
201	4	1	1	25	74	EN	right	n_plantpot_handfan_right.jpg	n_plantpot_handfan_behind.jpg	n_plantpot_handfan_in.jpg	n_plantpot_handfan_on.jpg	9	8	6	7	1242463	1244479	1245495	1246028	1248044	1253635	5587
201	4	1	1	44	75	FC	behind	f_slipper_giftbox2metal_behind.jpg	f_slipper_giftbox2metal_left.jpg	f_slipper_giftbox2metal_right.jpg	f_slipper_giftbox2metal_in.jpg	6	8	7	9	1253926	1255942	1256958	1257491	1259507	1265179	5667
201	4	1	1	29	76	EN	left	n_moneybox_straw_left.jpg	n_moneybox_straw_front.jpg	n_moneybox_straw_on.jpg	n_moneybox_straw_in.jpg	8	6	7	9	1265422	1267438	1268454	1268987	1271003	1276240	5233
201	4	1	1	40	77	FC	front	f_box_hairdryer_front.jpg	f_box_hairdryer_left.jpg	f_box_hairdryer_right.jpg	f_box_hairdryer_in.jpg	8	9	6	7	1276518	1278534	1279550	1280083	1282099	1286874	4772
201	4	1	1	43	78	FC	in	f_cookingpot_pepperred_in.jpg	f_cookingpot_pepperred_left.jpg	f_cookingpot_pepperred_right.jpg	f_cookingpot_pepperred_front.jpg	8	6	9	7	1287197	1289213	1290230	1290763	1292779	1298459	5677
201	4	1	1	19	79	EN	right	n_cup_fork_right.jpg	n_cup_fork_behind.jpg	n_cup_fork_on.jpg	n_cup_fork_in.jpg	7	9	8	6	1298743	1300759	1301775	1302309	1304325	1310064	5733
201	4	1	1	78	80	FBE	behind	f_slipper_phoneold_behind.jpg	f_slipper_phoneold_front.jpg	f_slipper_phoneold_on.jpg	f_slipper_phoneold_in.jpg	9	7	8	6	1310356	1312372	1313388	1313921	1315937	1321735	5794
201	4	1	1	34	81	FC	on	f_paper_rubber_on.jpg	f_paper_rubber_left.jpg	f_paper_rubber_right.jpg	f_paper_rubber_front.jpg	8	6	9	7	1322035	1324051	1325067	1325600	1327616	1332965	5343
201	4	1	1	8	82	EC	right	c_bowl_tomato_right.jpg	c_bowl_tomato_left.jpg	c_bowl_tomato_front.jpg	c_bowl_tomato_in.jpg	8	9	7	6	1333214	1335230	1336247	1336780	1338796	1344973	6173
201	4	1	1	77	83	FBE	behind	f_bag_headphones_behind.jpg	f_bag_headphones_front.jpg	f_bag_headphones_on.jpg	f_bag_headphones_in.jpg	7	8	9	6	1345260	1347276	1348292	1348826	1350842	1357059	6213
201	4	1	1	48	84	FN	on	f_pan_cookingspoonplastic_on.jpg	f_pan_cookingspoonplastic_left.jpg	f_pan_cookingspoonplastic_front.jpg	f_pan_cookingspoonplastic_in.jpg	7	6	9	8	1357339	1359355	1360372	1360905	1362921	1369600	6674
201	4	1	1	18	85	EN	left	n_cup_pencil_left.jpg	n_cup_pencil_front.jpg	n_cup_pencil_in.jpg	n_cup_pencil_on.jpg	6	8	9	7	1369885	1371901	1372917	1373450	1375466	1381579	6109
201	4	1	1	73	86	FBI	in	f_plate_brush2red_in.jpg	f_plate_brush2red_right.jpg	f_plate_brush2red_behind.jpg	f_plate_brush2red_front.jpg	9	6	7	8	1381881	1383897	1384913	1385446	1387462	1392595	5127
201	4	1	1	53	87	FN	front	f_mug_spoon_front.jpg	f_mug_spoon_right.jpg	f_mug_spoon_on.jpg	f_mug_spoon_in.jpg	9	7	8	6	1392893	1394909	1395926	1396459	1398475	1403856	5376
202	4	1	1	1	1	P	right	p_frame_lipstick_right.JPG	p_frame_lipstick_behind.JPG	p_frame_lipstick_under.JPG	p_frame_lipstick_on.JPG	6	9	8	7	119824	121840	122856	123389	125405	144826	19416
202	4	1	1	2	2	P	on	p_racket_tennisball_on.JPG	p_racket_tennisball_front.JPG	p_racket_tennisball_left.JPG	p_racket_tennisball_under.JPG	6	8	7	9	145098	147114	148130	148664	150680	165355	14672
202	4	1	1	3	3	P	left	p_potato_ring_left.JPG	p_potato_ring_right.JPG	p_potato_ring_front.JPG	p_potato_ring_on.JPG	7	9	8	6	165658	167674	168690	169240	171256	184387	13128
202	4	1	1	65	4	FN	in	f_shoe_bulb_in.jpg	f_shoe_bulb_left.jpg	f_shoe_bulb_behind.jpg	f_shoe_bulb_on.jpg	7	8	6	9	348094	350126	351142	351676	353692	363275	9582
202	4	1	1	45	5	FC	front	f_pan_cookingbrush_front.jpg	f_pan_cookingbrush_left.jpg	f_pan_cookingbrush_right.jpg	f_pan_cookingbrush_in.jpg	8	6	7	9	363588	365604	366620	367154	369169	379545	10371
202	4	1	1	23	6	EN	right	n_bowl_tongs_right.jpg	n_bowl_tongs_behind.jpg	n_bowl_tongs_on.jpg	n_bowl_tongs_in.jpg	7	6	8	9	379832	381848	382865	383398	385414	395420	10001
202	4	1	1	43	7	FC	in	f_foodbox_lid_in.jpg	f_foodbox_lid_left.jpg	f_foodbox_lid_right.jpg	f_foodbox_lid_behind.jpg	7	9	8	6	395693	397709	398726	399259	401275	409927	8648
202	4	1	1	22	8	EN	left	n_bowl_whisker1metal_left.jpg	n_bowl_whisker1metal_front.jpg	n_bowl_whisker1metal_in.jpg	n_bowl_whisker1metal_on.jpg	8	7	6	9	410238	412254	413271	413804	415820	424641	8817
202	4	1	1	78	9	FBI	behind	f_hat_ipad_behind.jpg	f_hat_ipad_front.jpg	f_hat_ipad_right.jpg	f_hat_ipad_on.jpg	8	6	7	9	424950	426966	427982	428515	430531	440246	9710
202	4	1	1	54	10	FC	on	f_book_makeupbrush_on.jpg	f_book_makeupbrush_left.jpg	f_book_makeupbrush_right.jpg	f_book_makeupbrush_front.jpg	6	7	9	8	440511	442527	443543	444076	446092	454973	8875
202	4	1	1	40	11	FC	on	f_tray_funnel_on.jpg	f_tray_funnel_left.jpg	f_tray_funnel_right.jpg	f_tray_funnel_behind.jpg	9	8	6	7	455306	457322	458338	458871	460887	469985	9094
202	4	1	1	28	12	EN	right	n_moneybox_leaflong_right.jpg	n_moneybox_leaflong_front.jpg	n_moneybox_leaflong_on.jpg	n_moneybox_leaflong_in.jpg	7	8	9	6	470301	472317	473333	473866	475882	487737	11849
202	4	1	1	79	13	FBE	on	f_mug_drainer_on.jpg	f_mug_drainer_front.jpg	f_mug_drainer_behind.jpg	f_mug_drainer_in.jpg	6	9	7	8	488061	490077	491093	491626	493642	505291	11644
202	4	1	1	42	14	FC	behind	f_slipper_purse_behind.jpg	f_slipper_purse_left.jpg	f_slipper_purse_right.jpg	f_slipper_purse_in.jpg	8	9	7	6	505605	507621	508637	509170	511186	520183	8993
202	4	1	1	86	15	FBI	in	f_plate_glassesbox_in.jpg	f_plate_glassesbox_left.jpg	f_plate_glassesbox_front.jpg	f_plate_glassesbox_behind.jpg	8	6	7	9	520500	522516	523532	524065	526081	535163	9079
202	4	1	1	12	16	EC	left	c_jar_whistle_left.jpg	c_jar_whistle_right.jpg	c_jar_whistle_front.jpg	c_jar_whistle_in.jpg	7	9	6	8	535461	537477	538493	539026	541042	549368	8321
202	4	1	1	56	17	FC	in	f_box_alarmclock_in.jpg	f_box_alarmclock_left.jpg	f_box_alarmclock_right.jpg	f_box_alarmclock_front.jpg	8	7	6	9	549623	551639	552655	553188	555204	562431	7221
202	4	1	1	35	18	FBE	front	f_envelope_thermometer_front.jpg	f_envelope_thermometer_behind.jpg	f_envelope_thermometer_in.jpg	f_envelope_thermometer_on.jpg	7	8	6	9	562718	564734	565750	566284	568300	578525	10220
202	4	1	1	21	19	EN	left	n_vase_corn_left.jpg	n_vase_corn_behind.jpg	n_vase_corn_in.jpg	n_vase_corn_on.jpg	8	9	6	7	578829	580845	581861	582395	584411	592327	7911
202	4	1	1	26	20	EN	right	n_jar_soapbar_right.jpg	n_jar_soapbar_front.jpg	n_jar_soapbar_in.jpg	n_jar_soapbar_on.jpg	7	9	6	8	592624	594640	595657	596190	598206	607636	9426
202	4	1	1	76	21	FBE	in	f_cookingpot_grater_in.jpg	f_cookingpot_grater_behind.jpg	f_cookingpot_grater_front.jpg	f_cookingpot_grater_on.jpg	7	8	9	6	607936	609952	610968	611501	613517	622189	8668
202	4	1	1	27	22	EN	left	n_jar_razor_left.jpg	n_jar_razor_front.jpg	n_jar_razor_on.jpg	n_jar_razor_in.jpg	6	8	9	7	622530	624546	625563	626096	628112	637260	9143
202	4	1	1	84	23	FBE	behind	f_box_calculator_behind.jpg	f_box_calculator_front.jpg	f_box_calculator_on.jpg	f_box_calculator_in.jpg	9	6	7	8	637608	639624	640641	641174	643190	652024	8828
202	4	1	1	25	24	EN	right	n_plantpot_carrot_right.jpg	n_plantpot_carrot_behind.jpg	n_plantpot_carrot_in.jpg	n_plantpot_carrot_on.jpg	6	7	9	8	652337	654353	655369	655902	657918	665689	7766
202	4	1	1	58	25	FC	in	f_plate_lemonjuicer_in.jpg	f_plate_lemonjuicer_left.jpg	f_plate_lemonjuicer_right.jpg	f_plate_lemonjuicer_front.jpg	8	6	7	9	665999	668014	669031	669564	671580	681053	9469
202	4	1	1	81	26	FBI	behind	f_paper_kiwi_behind.jpg	f_paper_kiwi_front.jpg	f_paper_kiwi_left.jpg	f_paper_kiwi_on.jpg	7	6	8	9	681343	683359	684375	684909	686924	698719	11789
202	4	1	1	18	27	EN	right	n_cup_toothbrush_right.jpg	n_cup_toothbrush_front.jpg	n_cup_toothbrush_in.jpg	n_cup_toothbrush_on.jpg	7	8	6	9	699037	701053	702069	702602	704618	712933	8310
202	4	1	1	73	28	FBI	in	f_pan_towel_in.jpg	f_pan_towel_right.jpg	f_pan_towel_front.jpg	f_pan_towel_behind.jpg	7	6	8	9	713199	715215	716231	716764	718780	733847	15061
202	4	1	1	48	29	FBE	behind	f_cookingpot_latch2red_behind.jpg	f_cookingpot_latch2red_front.jpg	f_cookingpot_latch2red_in.jpg	f_cookingpot_latch2red_on.jpg	9	7	6	8	734191	736207	737223	737757	739773	747886	8108
202	4	1	1	53	30	FC	on	f_paper_hairband_on.jpg	f_paper_hairband_left.jpg	f_paper_hairband_right.jpg	f_paper_hairband_front.jpg	9	6	8	7	748153	750169	751185	751718	753734	762551	8813
202	4	1	1	9	31	EC	left	c_bowl_cuttingboard_left.jpg	c_bowl_cuttingboard_right.jpg	c_bowl_cuttingboard_behind.jpg	c_bowl_cuttingboard_on.jpg	8	7	6	9	762848	764864	765880	766413	768429	778304	9870
202	4	1	1	67	32	FBI	on	f_tray_string_on.jpg	f_tray_string_right.jpg	f_tray_string_behind.jpg	f_tray_string_front.jpg	7	6	9	8	778559	780575	781591	782124	784140	793540	9398
202	4	1	1	77	33	FBE	in	f_hat_shawl_in.jpg	f_hat_shawl_front.jpg	f_hat_shawl_behind.jpg	f_hat_shawl_on.jpg	8	9	6	7	793887	795903	796919	797452	799468	810356	10883
